NAME : out74.txt
COMMENT : dfajdgafd
TYPE : TSP
DIMENSION : 100
EDGE_WEIGHT_TYPE : EUC_2D
NODE_COORD_SECTION
1 1322754.15 129101.742
2 8849998.31 9543240.73
3 7113871.56 3435698.71
4 9345649.14 2778773.3
5 4251475.21 8884231.08
6 179391.019 9394542.88
7 1215713.84 9671772.05
8 3677369.91 3711165.69
9 7360219.73 9914759.52
10 3494276.56 5201297.4
11 3870937.6 159874.962
12 3149973.23 7364722.89
13 8127388.59 9956429.36
14 7048341.81 3319091.65
15 1788977.47 458588.979
16 2904327.54 6864178.94
17 5011059.81 210719.169
18 1485452.04 1129876.35
19 2250569.22 7091057.95
20 356134.554 2007100.94
21 3361940.08 5374605.51
22 2453608.49 5941946.14
23 3392343.57 6264105.5
24 7958015.51 6449453.51
25 1407236.87 9316588.68
26 9243845.51 1866000.17
27 8735190.13 489623.289
28 8985312.4 2277786.1
29 4168171.93 3504927.17
30 2374509.56 7022298.63
31 2222499.53 7014390.62
32 7939778.03 2617566.37
33 7527052.42 7022450.47
34 9729046.91 2390849.87
35 2719843.56 5345273.09
36 4421316.58 8510939.87
37 1369360.68 8146925.31
38 4728722.26 3716971.44
39 4319054.29 9606671.43
40 2396440.36 723010.428
41 3088731.52 8563519.86
42 7255500.08 9973910.26
43 757454.421 2970160.72
44 1275251.45 6834602.19
45 5214743.32 8088478.05
46 7392242.56 9308927.69
47 5563390.99 839775.253
48 217591.633 6382497.18
49 9709190.37 3955869.04
50 2624991.69 1036937.29
51 6687566.9 4672619.43
52 5915160.85 1314668.67
53 7206336.48 2399380.51
54 9343234.38 2239821.16
55 8597365.93 3038831.78
56 796910.937 7197206.71
57 3527277.27 1086707.8
58 7556742.95 760451.86
59 2862632.17 9157992.86
60 6459335.01 4764587.89
61 5012406.34 3771934.34
62 2660209.64 1016627.02
63 2698496.86 3237980.61
64 7755399.22 836421.708
65 122766.826 2462482.71
66 1246849.05 8700128.22
67 7973516.5 4230867.33
68 1549066.63 6263913.16
69 7733511.76 6801652.89
70 1087743.73 4403436.56
71 6244794.33 6993809.81
72 2138072.4 9930407.38
73 6728500.59 2803171.46
74 6966361.75 8839784.37
75 1782930.83 8895517.72
76 3487678.14 1160091.23
77 815150.232 2599884.61
78 1540281.6 6250105.28
79 3978939.07 2067827.56
80 9921050.07 6883239.67
81 7164353.83 9079306.37
82 5872611.11 1507165.92
83 1675497.94 6858159.74
84 1015468.87 599587.474
85 859123.951 9261526.32
86 8812825.1 8381998.73
87 6560776.08 9226948.18
88 1102908.21 6451876.22
89 8503987.88 7084900.08
90 4284347.61 7631286.93
91 7959580.51 3406299.97
92 9044036.9 9752981.72
93 996737.318 6429621.59
94 6649258.63 4225892
95 5579294.17 8145625.5
96 8714912.55 777845.689
97 9781632.13 6716408.2
98 1385334.7 9288045.91
99 7984670.88 3464085.42
100 4955685 6005642.34
EOF
