NAME : out81.txt
COMMENT : dfajdgafd
TYPE : TSP
DIMENSION : 100
EDGE_WEIGHT_TYPE : EUC_2D
NODE_COORD_SECTION
1 4631009.05 3794472.28
2 7211922.19 3860646.35
3 604855.638 6678114.56
4 2754579.03 7658236.19
5 8172330 3573849.47
6 292403.862 3499397.7
7 5036783.33 6604564.83
8 5988935.72 5099053.82
9 9378757.73 7202751.94
10 4416614.29 8348400.31
11 3165977.59 5258843.99
12 4180876.08 3436531.65
13 5053747.14 38335.2086
14 8013158.76 3595412.86
15 5053206.43 9211291.39
16 7378604.37 345503.572
17 470219.917 9715522.87
18 6097797.41 645890.155
19 6721934 513862.804
20 6806190.55 677847.13
21 4942892.38 4274938.89
22 7250210.04 4674343.18
23 7871212.23 6558854.29
24 324964.337 6705075.76
25 2182160.86 591938.764
26 5157021.53 5779583.22
27 1359558.09 5396995.64
28 7310520.4 6494263.08
29 4405745.43 8560978.36
30 5307822.4 2478570.9
31 1597578.4 3129316.65
32 8332078.48 9196231.05
33 9085728.36 1845241.79
34 4629899.84 9063528.07
35 9441864.67 210887.399
36 5978667.58 6871328.73
37 9112687.29 7382896.34
38 8471160.41 9065829.47
39 3654788.46 7774321.85
40 9351878.45 4825941.38
41 5496153.4 7244926.43
42 1028907.93 7093854.3
43 2137496.7 3682507.99
44 3026313.67 6192792.98
45 5608011.15 1786990.77
46 6881021.3 2066452.25
47 5660367.46 1550971.54
48 5015356.48 6878142.35
49 1154478.95 4968454.21
50 205497.107 5648200.84
51 8454778.66 1168072.11
52 7474408.79 8990102.12
53 7114260.45 191200.068
54 1934194.55 9324603.88
55 7081520.89 7204817.41
56 5359873.73 7329935.98
57 80569.9672 3318307.14
58 2400893.14 2981998.06
59 1720446.94 2934379.86
60 3257120.44 173513.515
61 9641762.5 6060847.27
62 3702813.8 2061379.75
63 538372.883 8465499.38
64 9644326.06 9113499.7
65 6935775.25 1362535.83
66 8643341.92 6934097.34
67 5748498.68 7011867.06
68 6711483.33 3547057.07
69 8389131.32 2386962.49
70 9505333.39 3430304.7
71 7961530.03 6811473.99
72 6740915.76 8247493.64
73 8178.24284 6826935.31
74 4316266.88 8706808.74
75 2313266.22 6141696.31
76 1114795.65 1971622.23
77 4034765.76 3557931.9
78 1991176.69 1648907.89
79 5725082.56 1027814.7
80 4776613.29 2219614.23
81 4983211.87 8518516.28
82 5863611.03 3827687.58
83 1137598.2 8914927.52
84 3350591.73 8619625.75
85 1182701.38 7250724.31
86 1912836.02 3345252.32
87 8900482.19 4084529.84
88 1657342.81 5323351.75
89 14819.9526 438972.431
90 9420100.23 5947930.09
91 4847993.96 3723771.07
92 6818040.68 9782260.42
93 4323602.86 3127544.31
94 8362746.87 935749.338
95 1698257.78 7679022.54
96 6921320.81 1467010.28
97 6455803.12 7578975.41
98 8543456.34 3182715.81
99 8546414.99 2726.32442
100 671320.148 1695632.7
EOF
