NAME : out85.txt
COMMENT : dfajdgafd
TYPE : TSP
DIMENSION : 100
EDGE_WEIGHT_TYPE : EUC_2D
NODE_COORD_SECTION
1 5919212.99 101028.337
2 25139.7573 2843930.39
3 2150993.38 9849953.35
4 5289750 5507780.76
5 2396169.59 6899134.81
6 7723360.03 2499044.06
7 9110136.64 796100.3
8 3437237.13 7314482.04
9 1068556.7 2323301.41
10 110813.121 921966.999
11 8741896.21 5243502.06
12 4119115.63 5800282.07
13 2015497.78 1641228.98
14 2368489.92 2257427.76
15 9565105.45 8541890.97
16 4700836.82 7557279.77
17 1487241.36 9089868.85
18 7672736.39 6310783.84
19 4008062.38 6186832.16
20 5778039.71 781596.844
21 2678417.99 2839043.41
22 3596652.87 3330084.99
23 2846468.37 5379027.49
24 1460784.79 5603582.06
25 5874830.43 4240694.85
26 9851453.23 1214159.9
27 5349966.32 6656040.61
28 5586421.03 4139921.9
29 3589789.83 755855.025
30 133895.704 2830395.08
31 6818785.1 6605679.81
32 4110807.9 8007356.19
33 2819770.84 7859885.07
34 8512434.95 1222035.49
35 9845087.74 8302251.69
36 5474408.42 6419695.02
37 4640464 660667.604
38 2984628.62 2773024.69
39 5296987.57 6081033.89
40 3186542.62 671737.988
41 6446518.74 9488244.48
42 8001442.37 8227640.95
43 1210460.18 2562890.74
44 1454563.4 4362935
45 5488234.71 6311766.81
46 2914448.61 6920093.65
47 8046036.73 1674118.38
48 4003369.91 6155570.27
49 8607442.67 6468450.49
50 4978096.45 8964568.39
51 4819806.87 6674269.8
52 5762067.15 7479791.67
53 8323136.48 8398292.84
54 6511294.69 9966780.71
55 1411241.47 8440780
56 1641086.08 5276704.57
57 739372.041 355102.187
58 115554.174 4625885.83
59 9336546.92 4841726.3
60 576714.711 333295.463
61 5865947.03 9321068.94
62 5184972.54 9274750.12
63 1409923.91 7868223.09
64 2094991.34 1347877.25
65 9421809.45 8940982.24
66 3243970.12 9058752.03
67 1935673.33 464316.236
68 9920058.62 6028375.03
69 8764383.48 3596838.41
70 8836478.87 9171465.72
71 6756225.78 543730.73
72 6307457.54 9152639.8
73 1016755.28 5999163.08
74 39844.5396 7281218.32
75 5894222.29 8722314.93
76 6819866.55 605289.64
77 7430317.81 40534.536
78 5164538.92 9365142.03
79 6652028.57 3190591.68
80 7368927.96 3888687.99
81 6667247.25 1467825.83
82 9114249.19 9619602.3
83 7916883.72 1034753.37
84 9235963.4 1380381.26
85 921598.441 3332193.58
86 5288264.75 9917271.74
87 1423042 2760411.02
88 9703007.36 6657962.27
89 889206.784 7350439.61
90 5158911.3 3498680.94
91 3040581.93 2917693.27
92 1202017.38 9390033.53
93 6393758.18 5277277.53
94 9005306.44 4820505.81
95 332036.057 3296125.74
96 9987548.25 3334131.11
97 6130568 7267954.65
98 3449016.55 8191375.26
99 6061142.23 6286976.01
100 9749216.79 5511276.88
EOF
