NAME : out43.txt
COMMENT : dfajdgafd
TYPE : TSP
DIMENSION : 100
EDGE_WEIGHT_TYPE : EUC_2D
NODE_COORD_SECTION
1 6616622.33 9471503.37
2 6219802.25 8082552.1
3 9199952.71 3335262.83
4 2899915.84 6491096.01
5 2915545.11 3394000.65
6 8219665.29 7667555.05
7 9921326.16 4203995.45
8 623646.046 5510809.87
9 9222807.28 1812762.93
10 1135607.05 9805661.71
11 8470029.99 2452616.27
12 8415077.19 6614472.07
13 3476744.44 1336876.11
14 2277786.25 646748.547
15 8586359.75 5557025.02
16 3907281.51 5938925.15
17 9503540.66 2000193.27
18 2724840.47 5649198.6
19 8337110.52 4403528.35
20 8764509.73 9513098.34
21 8283861.48 8326128.11
22 5193215.3 3177335.23
23 9003544.91 9683383.43
24 1112139.09 2854580.63
25 7017296.87 4244917.6
26 392913.267 3109766.97
27 3617008.46 7401370.78
28 6794070.56 1187324.54
29 6162340.04 6574773.93
30 408055.109 5475895.57
31 6836275.36 2273076.7
32 9334392.22 4066536.46
33 1686842.74 5757528.87
34 7632638.64 1301014.27
35 4193738.96 4006610.86
36 7432065.93 5679965.52
37 1125156.24 6193334.55
38 7681847.06 4624684.74
39 6048886.23 607484.706
40 4097566.19 192757.58
41 667816.624 3910046.23
42 379948.464 7234878.62
43 8859328.27 9016559.91
44 4490854.83 1990835.37
45 9039286.97 5498266.33
46 458212.797 232076.076
47 9654591.12 9181257.92
48 7224988.08 3579952.67
49 6097514.61 8389065.73
50 8359061.69 1609748.37
51 6137853.72 5669470.78
52 3085498.37 3114396.62
53 2067306.98 1015921.3
54 6425268.1 1442351.13
55 7649255.26 1348005.73
56 709351.425 9129655.92
57 2917564.7 923322.657
58 8461923.84 6942942.6
59 7292790.18 8034832.23
60 928730.869 7183997.56
61 2618965.74 326037.586
62 6311756.55 2421338.6
63 6752194.39 1541151.24
64 5945122.53 7728635.99
65 2408134.96 2207872.08
66 1078018.68 3488313.85
67 445860.056 6274372.83
68 5703374.41 5007835.61
69 1428993 7056981.49
70 8142461.74 989021.971
71 4619365.69 542919.362
72 5807965.32 1992509.66
73 5924790.27 3470314.51
74 8895032.87 9515726.13
75 8835629.78 5538455.08
76 65535.5637 4401422.73
77 6714705.05 4282510
78 1862907.02 3990125.55
79 3688108.57 7303719.32
80 3012043.26 7683676.77
81 7002121.37 1579579.88
82 7447449.75 2024702.96
83 1757412.09 5346869.6
84 1049546.26 2519590.07
85 9822715.33 2549392.19
86 9167932.45 9760845.62
87 5566312.31 2989329.11
88 5695021.74 6806767.82
89 5899711.09 1463597.42
90 6752708.63 3572295.04
91 1870423.48 8382294.07
92 1380467.41 8784289.64
93 5553961.01 7829871.27
94 470521.652 9628569.93
95 747428.288 7144889.23
96 7652124.8 4408806.82
97 7245954.35 9211050.38
98 8324816.43 757767.511
99 7320568.31 2060222.19
100 1174783.65 5937982.55
EOF
