NAME : out54.txt
COMMENT : dfajdgafd
TYPE : TSP
DIMENSION : 100
EDGE_WEIGHT_TYPE : EUC_2D
NODE_COORD_SECTION
1 3999527.55 5133279.61
2 3302002.45 8886337.98
3 7853602.22 1066369.58
4 8004640.8 9357319.65
5 3023094.19 3570014.69
6 2673275.94 4536656.5
7 6847979.16 9862876.32
8 4925071.65 7718632.93
9 4590625.31 8679326.54
10 5623614.62 3158958.04
11 238069.143 1031331.67
12 9947997.87 9622861.08
13 8529832.16 4030044.37
14 8395717.92 9066027.59
15 1103796.61 8173765.49
16 4775334.11 6392969.51
17 6728460.9 2463970.41
18 3822580.4 6147411
19 9054900.37 9707335.71
20 1017038.75 9267166.36
21 3482568.21 7666889.88
22 8450709.85 1438387.86
23 3736108.05 753618.395
24 4149786.55 4288614.32
25 8974400.39 5206643.11
26 4018856.7 5072567.02
27 3659270.09 2388209.85
28 6030426.51 7177284.58
29 5326565.65 5018322.1
30 641034.489 6818342.72
31 231101.786 9398415.93
32 6920548.59 5274630.75
33 8210183.75 937196.242
34 4852047.72 4446250.99
35 4625977.43 775317.026
36 8956532.28 6002304.43
37 5233435.99 3813364.6
38 1618756.04 4756184.34
39 8716359.15 9542251.44
40 2381129.74 2877127.46
41 38322.3963 7130673.9
42 4827167.47 5413454.82
43 7201622.1 9401251.03
44 4768830.65 2438274.28
45 4375895.49 7335490.78
46 1308634.04 36381.3331
47 417704.177 580629.937
48 7729069.92 9023389.24
49 8928096.42 8978090.54
50 3382937.41 4091715.92
51 7694234.73 5622005.75
52 4142155.03 164034.677
53 3461513.58 4109452.24
54 4921346.29 5166993.87
55 3561781.37 2819476.4
56 3331224.88 2115566.52
57 8332490.6 2496584.62
58 1970997.78 9458976.45
59 4604052.56 4465173.46
60 3337384.27 2685610.57
61 759315.971 7596227.83
62 6577739.84 1493972.12
63 3100708.62 1950002.13
64 186095.142 3807824.83
65 1043241.55 554213.702
66 3845074.5 1423451.75
67 3949632.64 1635462.33
68 3626344.68 975623.502
69 603539.973 4753464.64
70 8321581.89 5574629.13
71 3492859.29 4506180.71
72 7948890.93 8306845.09
73 6476663.46 8366077.75
74 2582544.73 4543191.8
75 3096593.64 5687473.15
76 8509956.28 7491407.16
77 2451823.65 9324751.74
78 3932996.48 1728057.83
79 228359.125 6787863.15
80 5320604.65 117196.341
81 8144885.71 1449152.15
82 9035617.47 4378746.58
83 1282665.54 334680.788
84 3734544.32 4877307.99
85 5425518.59 1701740.37
86 6686759.42 9848496.8
87 3843832.76 3215257.17
88 6810457.29 4955110.02
89 7271458.03 8678416.43
90 9918858.34 2885471.7
91 5018705.75 2174710.64
92 4498120.48 385687.13
93 7752212.89 499251.494
94 2634362.33 850344.413
95 8860700.95 7691685.59
96 6508903.49 7531282.13
97 581463.928 6948865.82
98 3472894.24 915224.638
99 611176.056 9546441.15
100 499021.612 3476435.33
EOF
