NAME : out90.txt
COMMENT : dfajdgafd
TYPE : TSP
DIMENSION : 100
EDGE_WEIGHT_TYPE : EUC_2D
NODE_COORD_SECTION
1 6657308.33 8285349.66
2 2643099.76 897158.233
3 6488775.79 6465171.44
4 958536.432 2324548.93
5 3682431.5 2012801.75
6 6866045.75 1240913.19
7 4694856.62 7412753.12
8 4415762.28 5378150.5
9 1912476.25 7047737.82
10 5195068.05 9305407.11
11 4029943.71 6808704.81
12 7758032.59 8822840.35
13 2856433.82 2637619.64
14 726866.018 6865516.21
15 9518515.65 5323394.97
16 1928697.57 44147.6647
17 8223795.98 3860010.01
18 460457.425 126004.086
19 3142248.64 4650900.84
20 8352255.15 1932791.56
21 2914373.99 9205874.43
22 6531557.97 2634856.67
23 9365383.07 3471652.7
24 4723697.03 7554047.42
25 6160123.28 1843314.01
26 4914949.85 9064083.36
27 9673869.09 6409853.03
28 3657467.67 1388621.71
29 6175726.26 5894489.86
30 5195167.26 7963379.96
31 7058862.47 6532233.91
32 5232017.72 4498503.92
33 3894343.86 8852063.46
34 1745982.39 537065.668
35 9531575.56 7432262.77
36 2717622.35 2909612.52
37 8901109.81 4298725.16
38 2090487.7 4587775.16
39 2242991.47 2378879.67
40 3919027.91 2047573.65
41 8510947.86 1758860.84
42 3129695.82 9183819.03
43 9025528.66 9288025.22
44 4385472.42 1819366.53
45 1649411.61 6886270.87
46 4002920.11 8105961.96
47 7356427.42 4459308.33
48 9906904.83 3825225.57
49 8546410.88 756965.854
50 7385701.78 3513654.3
51 806848.368 959524.339
52 9635917.47 6488847.76
53 2580384.59 9980119.5
54 6816695.7 9605071.57
55 9256423.59 4728877.88
56 2548364.21 7344321.79
57 4374017.18 1559166.77
58 1306962.43 745642.419
59 1079568.27 4817217.25
60 127335.055 9838392.42
61 5848918.08 9454403.28
62 9247992.91 3951064.31
63 9877161.61 2468603.1
64 2733741.12 5478496.25
65 7454467.97 1022416.74
66 1955223.12 5335961.58
67 5213109.09 7452332.89
68 5925477.03 23774.6422
69 1720528.7 737542.641
70 862250.841 3322448.63
71 6456852.09 1117677.42
72 8851746.95 8341941.06
73 3531607.55 4971941.36
74 9891391.52 3872491.64
75 3843521.13 890730.298
76 2153951.04 4939909.95
77 28555.5893 9296901.93
78 3222910.07 3685936.07
79 549873.216 7323174.19
80 9156384.5 4360730.19
81 2740520.78 7361568.55
82 8248554.22 8056354
83 3779155.06 5724003.71
84 4985326.59 3313482.4
85 6186913.88 7560801.42
86 4782816.69 6492484.72
87 9869654.66 5432406.26
88 3999889.68 8523082.44
89 4393978.37 3232076.87
90 2464556.2 9222301.67
91 885457.809 4982950.08
92 7684168.67 1734917.78
93 5244674.8 8162703.7
94 6151570.15 4015268.22
95 5124540.51 3509678.72
96 6398481.7 1103441.35
97 8865346.42 9825243.64
98 2215162.69 9949979.21
99 973140.238 674120.377
100 7796251.6 5728571.5
EOF
