NAME : out88.txt
COMMENT : dfajdgafd
TYPE : TSP
DIMENSION : 100
EDGE_WEIGHT_TYPE : EUC_2D
NODE_COORD_SECTION
1 5007613.63 5398659.55
2 9479091.93 8320151.29
3 9600470.22 974185.696
4 5068587.95 8175886.64
5 492434.727 8828329.24
6 8189603.71 697141.18
7 7265410.3 9224618.97
8 3722923.44 6161120.37
9 6411414.39 6065552.92
10 5871400.22 1473809.03
11 3218341.22 8704164.57
12 9632105.95 1166824.56
13 6136062.27 9352002.62
14 1092063.51 3898900.13
15 5190200.67 4640579.88
16 1820139.87 2092205.05
17 1855529.73 1151173.78
18 9441361.15 6942165.76
19 3871482.58 6281708.83
20 9556874.39 8372951.53
21 6694504.45 1802597.41
22 3457316.37 6313474.6
23 1848716.84 1251.38677
24 3403851.55 6264813.25
25 1913413.28 1557723.35
26 5220700.17 8832732.23
27 8454957.08 7452500.05
28 3989630.48 1963613.94
29 130517.333 3969014.79
30 1603171.45 8395564.86
31 183937.341 719237.237
32 8875510.2 6158679.5
33 9430058.96 3570917.48
34 8325421.17 4632179.81
35 4677144.83 8774799.64
36 7865607.92 3647900.93
37 2850612.51 4533257.19
38 5042518.73 1669504.78
39 3150727.1 8503054.98
40 536082.796 4868212.53
41 8117151.47 6326660.67
42 4914618.15 7773189.47
43 9037315.22 7558314.97
44 5834804.11 6645706.05
45 1381320.56 798139.312
46 6122824.18 3631516.49
47 9003859.58 5215373.78
48 2835369.44 7654895.59
49 6660731.73 4242034.93
50 407490.606 9771321.86
51 3115303.02 8236740.42
52 7191798.69 2974841.77
53 6895413.43 4836198.96
54 3974387.12 8381794.93
55 42694.2937 7602331.51
56 2839864.83 1470546.84
57 1989927.31 6274452.78
58 5520871.76 6115534.21
59 7781497.73 9166619.43
60 2448644.18 7265675.88
61 3993391.27 6571751.73
62 7205217.9 9961682.07
63 61584.3966 1795820.37
64 7046421.4 7525185.85
65 9678141.11 5969972.16
66 4314823.95 1332823.53
67 8860565.17 8310262.47
68 355181.041 8504456.9
69 5811923.36 7362731.3
70 5490433.24 1479359.07
71 6932906.86 137149.332
72 5062616.66 4700086.04
73 4185881.52 4500617.74
74 3791971.16 3533564.47
75 2684041.54 1691887.22
76 2978493.88 4627926.53
77 5791818.07 9991295.18
78 5035208.37 5253288.17
79 6121629.56 2160072.69
80 6175054.01 8619713.65
81 6259834.98 2797529.51
82 5071971.81 2163385.82
83 9431392.58 1865759.23
84 8901894.6 8916412.2
85 1722931.75 6616771.04
86 4254905.82 9383428.08
87 9187834.81 2463567.43
88 8954738.43 9444797.16
89 6755523.52 7060285.97
90 4815347.17 4847924
91 9892377.73 8900530.87
92 9500293.45 8938567.62
93 6880869.99 7782258
94 4260579.18 9762357.53
95 3726018.17 4791672.07
96 6589890.62 9744110.46
97 6333009.23 2536079.6
98 5674589.29 7543836.22
99 9147662.88 6628027.39
100 673677.564 7215942.23
EOF
