NAME : out38.txt
COMMENT : dfajdgafd
TYPE : TSP
DIMENSION : 100
EDGE_WEIGHT_TYPE : EUC_2D
NODE_COORD_SECTION
1 3969197.46 8186163.32
2 4313365.59 3582689.89
3 4943264.12 3850199.5
4 1592074.68 596830.422
5 6862615.48 8376519.48
6 1456759.34 5045446.73
7 1914603.68 5723298.91
8 4014969.22 6453923.25
9 2233483.95 3914332.42
10 5431092.93 9716913.19
11 5020751.04 3871259.98
12 8107822.43 5495658.71
13 771957.601 8746942.23
14 835978.934 2001464.98
15 2956996.98 4907247.03
16 3037631.09 2860850.34
17 9571328.93 7257382.41
18 1004975.94 5979185.6
19 4713222.07 6284013.45
20 5967625.8 9127869.84
21 9232001.23 5918292.29
22 5276208.46 9868204.44
23 4061080.94 2886479.28
24 1219400.19 498771.525
25 781991.455 7858026.66
26 9092759.38 8425011.47
27 7060319.25 5025922.19
28 2308821.35 8488390.8
29 6796357.71 7056235.1
30 1797180.67 8266159.41
31 6818318.34 209070.318
32 2966576 5999627.21
33 1041099.19 4446865.48
34 9752578.62 8007643.21
35 9374012.52 197154.765
36 930684.111 6071007.97
37 6172042.89 8273526.32
38 8062075.26 1055270.63
39 1196986.37 6450666.35
40 5755057.22 3824430.9
41 5546747.5 1686655.82
42 7674942.2 3988459.19
43 4368271.87 4985842.37
44 89480.5108 5117449.64
45 8093309.81 8571463.27
46 3551618.01 1473105.34
47 8377637.6 881914.001
48 6649682.32 8983212.28
49 991570.067 4769287.44
50 4645594 2103225.49
51 1993807.79 776061.931
52 2983328.87 4060047.7
53 2068150.78 3192406.01
54 6939533.92 2399895.53
55 8834046.98 3300512.24
56 7788091.2 2462796.25
57 2201638.81 3592904.71
58 5748548.63 1491786.12
59 1534474.06 3319514.33
60 1057996.76 7384626.08
61 5705804.24 8254578.82
62 2380958.53 5684354.82
63 8593314.32 8333230.36
64 4865155.33 6322327.77
65 9228070 7574208.61
66 2791835.16 3288091.74
67 6151875.43 4681883.88
68 924560.341 1506545.66
69 7543824.68 6282376.43
70 2134833.42 3075280.45
71 9238861.82 9013775.91
72 557630.722 4952274.38
73 9723801.87 2466923.94
74 3029013.75 3460192.81
75 4572840.35 2468341.58
76 6947884.45 2263055.8
77 2953793.99 6708307.34
78 3733925.87 1669169.32
79 6786945.88 7523660.74
80 5216035.92 602052.522
81 6010688.87 1548107.82
82 369260.262 6319126.76
83 501667.296 8339957.37
84 2885569.06 376871.679
85 9882056.22 1505686.76
86 7035257.32 4746560.46
87 5431502.08 7169993.72
88 1233940.61 6174192.82
89 4858460.23 3532717.47
90 7051266.53 7171612.44
91 1702532.03 5715176.67
92 3516498.51 3440577.28
93 3490652.34 2206784.42
94 6859601.96 774400.205
95 612924.976 6906836.23
96 7434036.73 7475065.87
97 2169044.46 3473519.33
98 2266030.76 2511713.56
99 6259476.73 5975247.37
100 8598699.06 1917713.43
EOF
