NAME : out31.txt
COMMENT : dfajdgafd
TYPE : TSP
DIMENSION : 100
EDGE_WEIGHT_TYPE : EUC_2D
NODE_COORD_SECTION
1 9771087.43 6747914
2 9186318.03 9929178.92
3 9438220.11 954723.962
4 5171640.28 1767235.98
5 14392.9722 7214770.86
6 1923589.16 275336.735
7 6910460.82 6199803.3
8 5775241.31 1210332.95
9 788899.818 3600118.86
10 4320460.58 9576266.36
11 703974.579 5777944.14
12 1966691.12 3607550.14
13 3073838.88 9829897.1
14 4509360.4 5805400.1
15 8357909.81 3491670.74
16 8794558.73 8572853.29
17 7996531.45 7082613.32
18 6012444.28 3943797.18
19 3891846.45 4514104.13
20 3675396.4 8873174.49
21 1739477.47 7174449.2
22 6109393.51 2285099.92
23 903256.619 3270516.05
24 5622881.22 1420386.02
25 9008682.72 2279056.81
26 4742443.05 8727801.35
27 485898.39 9495926.95
28 987602.622 4240602.96
29 7328679.92 4970867.34
30 7726793.67 214655.05
31 5068501.73 8970484.7
32 245839.238 4217129.56
33 8935294.46 9399656.06
34 4932555.32 5624642.95
35 6481865 3663597.44
36 4917425.96 5660308.61
37 5207932.56 5300712.99
38 1215815.33 9919767.28
39 4260189.92 6760776
40 1298703.96 80616.8536
41 6195391.05 6215956.92
42 176063.228 3112185.52
43 4023618 1505995.01
44 8546259.05 9980909.52
45 2312361.14 6989751.96
46 2513058.81 7498655.62
47 1874848.1 6254298.84
48 6847268.2 9336085.24
49 4123111.42 4337340.71
50 4803816.13 7029973.54
51 5027529.97 6764384.61
52 1742818.56 8769978.46
53 1285189.71 3656434.57
54 5318018.75 3690791.77
55 1041310.67 7148580.54
56 7718339.46 9385422.87
57 4519441.53 9267071.75
58 7152236.76 6726300.65
59 8356914.38 4599515.17
60 1995407.92 5855239.09
61 9706934.59 1384198.45
62 7573035.32 4437570.14
63 3352862.97 3889813.6
64 7152133.45 8386792.88
65 7100208.22 163078.604
66 153028.785 7035129.72
67 9086925.58 1180697.18
68 1848638.7 6892717.19
69 5199593.6 5142655.18
70 631293.325 8511056.34
71 8417194.36 6346953.62
72 56023.4227 4911332.36
73 961879.964 4329604.78
74 9175470.53 8418379.47
75 8551083.06 9519356.59
76 3334174.58 916877.918
77 3238581.86 8702466.72
78 1494402.61 5406842.69
79 5384280.65 9083506.73
80 56595.4983 423329.786
81 8426904.58 8897910.99
82 5508487.65 4128494.57
83 2661514.44 1605474.19
84 8886342.1 8417990.46
85 7495374.56 2077351.68
86 6870328.12 1964282.87
87 9932126.74 2977802.06
88 895300.523 2796646.41
89 8617311.9 7552904.82
90 1073941.08 2543686.51
91 7435357.71 90295.9391
92 3137770.93 1526885.35
93 5140401.45 9576912.02
94 5515583.34 7324491.59
95 844473.581 9200162.74
96 8264189.19 3439877.48
97 1509921.12 2138795.86
98 7418114.35 2407599.83
99 373584.905 7840771.57
100 9773351.42 6526320.86
EOF
