NAME : out64.txt
COMMENT : dfajdgafd
TYPE : TSP
DIMENSION : 100
EDGE_WEIGHT_TYPE : EUC_2D
NODE_COORD_SECTION
1 2155763.73 979891.651
2 1848542.95 732494.665
3 3657231.95 4454078.74
4 3598622.81 6016355.82
5 3057740.37 2552938.82
6 8436569.53 7392569.51
7 2952817.06 273612.345
8 4190014.06 4014616.28
9 8568757.21 454862.304
10 4405781.81 1300737.77
11 5221474.64 3481767.61
12 8413156.05 7969257.71
13 9807829.31 66835.6879
14 8351576.75 3490787.14
15 2166906.6 1928424.7
16 2434465.61 2590307.24
17 1740229.68 8821466.63
18 3928393.45 9049354.68
19 5548520.17 6457463.5
20 4842558.27 8337571.04
21 2463733.5 2488905.88
22 470994.568 8635521.03
23 3050227.78 5207984.37
24 4461941.44 805457.34
25 8963917.02 7572172.48
26 2770005.64 4845561.4
27 7448106.74 9633889.69
28 2068376.1 5756973.23
29 8488866.1 2045544.13
30 7996500.8 8421554.94
31 3895221.05 1788322.53
32 2079788.23 6359702.03
33 3593785.76 589301.361
34 3330938.19 3794759.05
35 9347815.66 6510900.56
36 3905039.38 7151047.17
37 527698.684 1633012.4
38 4475765.19 8291554.46
39 7425369.03 877314.154
40 9278850.15 3376506.72
41 107775.201 4178971.61
42 5893802.22 7778502.28
43 1638778.68 8721555.16
44 2236535.61 3209261.2
45 9857250.08 2518080.42
46 9384789.83 7043278.2
47 4895867.54 2403250.99
48 2385420.09 6172145.54
49 5371250.95 7395422.89
50 9222066.42 7267035.2
51 6646628.55 1318171.99
52 3624554.31 4210007.52
53 111641.275 7111246.34
54 8665988.1 890655.529
55 7379170.93 2742334.29
56 9663788.7 3018211.54
57 6006596 1214223.97
58 7403147.51 2636798.89
59 1638450.14 9399638.56
60 7974278.42 8592193.29
61 3671953.94 6609056.93
62 3843805.28 3797475.06
63 5599449.49 8327219.99
64 33322.0882 1308866.72
65 1005615.2 246915.535
66 3775987.62 7760006.76
67 2260624.46 8200379.86
68 6787680.04 6203640.23
69 1675235.16 7868630.44
70 780676.221 9944924.99
71 8245384.69 2737872.21
72 5875250.59 3139531.35
73 8902310.94 3425608.06
74 9620766.64 2673508.79
75 6918444.95 5861627.88
76 7816521.42 6527369.22
77 6040472.76 948348.801
78 5727164.59 7101904.71
79 4118709.87 1521416.52
80 4773869.86 5853537.05
81 7157726.12 1211715.35
82 8909885.14 137359.082
83 1880037.55 520315.833
84 6695207.38 9034883.82
85 8247897.75 5190342.47
86 1966042.38 8306104.04
87 228293.28 7757471.12
88 6965475.12 9277329.16
89 1318835.79 5011266.79
90 8023113.97 3096761.19
91 7232763.22 6692913.51
92 4770688.73 632576.946
93 3026183.24 8305170.9
94 3186523.85 4703278.7
95 5637238.71 291998.031
96 6951967.03 1729686.78
97 1298178.22 6601143.47
98 9294084.7 2349785.19
99 2096189 5851017.14
100 367144.013 6134753.21
EOF
