NAME : out67.txt
COMMENT : dfajdgafd
TYPE : TSP
DIMENSION : 100
EDGE_WEIGHT_TYPE : EUC_2D
NODE_COORD_SECTION
1 8208958.79 2173111.11
2 8300525.84 5859932.96
3 9273824.3 3380547.35
4 4993682.6 3003234.76
5 5304237.87 2393703.7
6 6188721.19 5568975.09
7 4938763.26 6515692.78
8 2318165.91 858184.913
9 3795772.78 7715416.54
10 1191144.84 3691276.97
11 9497973.29 4571493.24
12 2563668.56 4268924.01
13 2322951.38 1143828.07
14 3582375.6 2758289.82
15 184036.201 5518051.49
16 811436.068 6688125.57
17 9656230.81 9513557.03
18 6277822.1 9258338.82
19 7972018.02 2385869.67
20 4811105.13 8113873.29
21 4010895.6 9630436.29
22 9283270.42 4532694.96
23 655938.07 8734646.33
24 2609223.31 9341271.02
25 9074040.75 7943434.3
26 1008189.79 4800531.29
27 6192106.87 8584952.12
28 4532051.38 9663931.43
29 4046758.83 669485.481
30 4566530.22 1788455.1
31 6160078.4 131684.203
32 8727550.76 4309362.56
33 4722615.18 5925682.23
34 6191.66662 1914919.65
35 4754544.26 8426577.6
36 4663158.99 5199431.22
37 3633454.04 3259878.33
38 1322181.76 4263762
39 3587939.54 364391.574
40 230507.024 7759334.64
41 7700025.92 8876991.66
42 3866665.85 634526.187
43 4717058.84 3940322.9
44 5871002.87 482655.502
45 2457430.39 4133044.49
46 8620552.59 8049393.63
47 9245938.89 3914890.85
48 7383936.79 5695070.18
49 683858.185 2855786.25
50 4392178.03 471435.692
51 5310118.53 9395973.92
52 7603424.59 7661802.72
53 6895484.48 2278977.82
54 7911609.11 124159.542
55 8368954 3881189.6
56 8743676.32 912804.59
57 7432290.71 7873729.48
58 7469917.51 8733540.17
59 2283922.44 3260817.8
60 5960864.02 7674954.68
61 2321575.92 4664407.12
62 8704780.86 1962444.79
63 6890186.4 7770425.69
64 4366037.73 1917737.75
65 1265752.42 7176300.17
66 644172.777 4534367.84
67 2153165.06 6610152.48
68 1181928.15 6753741.74
69 5036346.09 9307713.66
70 8927404.59 8604309.1
71 2143470.29 2843495.64
72 8887426.78 8673511.35
73 7390054.05 6231411.19
74 5676205.95 9148875.62
75 3053405.46 6007865.3
76 515627.577 1720687.9
77 6041091.94 6446925.57
78 13893.1162 2334697.56
79 8835436.83 4559665.9
80 3058964.56 3428900.47
81 4377612.41 1433926.88
82 1597855.41 3281645.96
83 480120.765 371626.294
84 1118188.51 7687398.72
85 5959846.88 5484546.19
86 6607196.32 7566710.83
87 7461394.33 3554936.67
88 4467404.86 8743740.43
89 5978929.79 1101835.3
90 2844420.82 1742695.04
91 9723250.06 8270373.03
92 3260848.12 9382579.58
93 6186340.58 5123848.49
94 6667381.87 3621552.69
95 8406548.01 9985927.48
96 2808186.41 1588173.56
97 1577510.59 476348.014
98 4001316.5 5254325.29
99 4341583.15 9634605.06
100 5544059.79 7195435.84
EOF
