NAME : out37.txt
COMMENT : dfajdgafd
TYPE : TSP
DIMENSION : 100
EDGE_WEIGHT_TYPE : EUC_2D
NODE_COORD_SECTION
1 99176.51 6829226.72
2 931587.194 7142514.69
3 7619921.82 1918002.18
4 6236273.39 9628308.27
5 5337736.28 7136109.27
6 3074424.02 9624780.2
7 2068493.81 2850456.31
8 286510.044 690770.907
9 5099236.74 1010662.76
10 5379913.52 2063810.24
11 6332965.45 7062723.37
12 5462320.26 3222638.93
13 880045.275 8325815.65
14 27332.653 2272142.93
15 2393147.24 3394472.42
16 1443045.54 6202025.36
17 8536802.48 715473.38
18 1450143.68 4041808.29
19 7795953.36 7552851.63
20 6482248.07 5925762.95
21 5277594.85 1283080.57
22 6159971.02 3119514.47
23 17067.5984 6902110.02
24 215586.511 7979302.68
25 7614576.04 8697361.41
26 5469702.52 1440137.81
27 3420494.84 4338533.03
28 3212180.17 8965232.59
29 3101728.99 3099859.93
30 9266251.12 1164735.08
31 3171491.34 8636788.89
32 6163255.58 2477862.21
33 8784121.5 4553131.32
34 5765799.05 6843183
35 7707820.38 8756676.74
36 65777.018 3790024.77
37 3033846.03 3745656.18
38 1712193.2 8214207.58
39 7182612.74 2035382.06
40 7013791.53 1104240.82
41 4032569.73 6379085.37
42 8708203.62 771033.844
43 9157950.93 8647714.83
44 3953219.05 2640360.53
45 3763292.9 1265341.8
46 8634705.1 8159015.24
47 6705872.14 5588139.48
48 8709339.78 6332184.75
49 4261546.96 3315621.15
50 7870971.18 3909890.07
51 8858967.42 3208547.25
52 7960665.64 4990594.08
53 6844851.98 8625299.44
54 4672013.12 4341581.81
55 65150.0638 4225758.6
56 4956633.52 2202357.57
57 6278490.88 3583094.96
58 7059314.27 6380629.01
59 4496845.7 3063267.48
60 6425657.32 3071544.18
61 5076748.39 1000227.95
62 6314853.44 352460.416
63 3484828.89 9286717.32
64 9528236.65 2657222.65
65 9404507.9 3985564.05
66 8035555.32 8439988.63
67 2700325.03 4627252.45
68 7490742.23 7653848.21
69 8542535.6 9077854.2
70 7148570.01 1583169.52
71 7981814.41 3228073.54
72 1935163.29 2162093.01
73 2970383.05 5569213.14
74 1273019.57 9743895.64
75 5541579.58 9311833.18
76 3404912.73 8991019.57
77 2602867.2 2607643.27
78 1676556.27 828600.555
79 9949444.7 3002533.7
80 1238970.83 2388106.79
81 6314339.18 6253952.59
82 8645796.75 8497966.97
83 6033114.22 8638635.86
84 9524155.52 355887.214
85 4870410.22 1186158.66
86 6860480.04 8263905.63
87 9737281.33 7596987.92
88 484167.819 5067636.93
89 798356.909 138441.277
90 5569029.94 1200234.17
91 3634583.8 3969205.47
92 1616439.92 5574090.13
93 8263465.92 4118372.09
94 8248973.29 6481461.45
95 2150482.57 4813562.3
96 403636.302 8589790.11
97 236509.869 3736012.92
98 2800270.81 9205304.64
99 3011023.1 963058.001
100 5660091.34 2765148.72
EOF
