NAME : out72.txt
COMMENT : dfajdgafd
TYPE : TSP
DIMENSION : 100
EDGE_WEIGHT_TYPE : EUC_2D
NODE_COORD_SECTION
1 4173291.03 8432779.01
2 2764902.69 7859313.35
3 1534861.39 8653582.63
4 7179202.76 2533185.23
5 4965501.14 6228370.64
6 3306286.77 5710731.53
7 91784.9148 450392.451
8 7794943.18 9238281.81
9 4181518.65 7761170.33
10 4064537.16 3115444.71
11 6029396.13 8730293.77
12 2442512.98 9521116.12
13 3089050.2 3329758.37
14 1126104.16 5138724.85
15 167659.913 480706.57
16 9350697.96 2344177.79
17 736029.114 1041131.87
18 6556898.65 9878060.93
19 1881356.31 8530669.53
20 8897148.03 3923255.55
21 693201.301 7090869.26
22 7837614.54 8669168.89
23 4594819.67 1112368.91
24 5867182.89 4766887.8
25 8389193.17 1473152.49
26 9265621.38 6039619.86
27 1635384.19 3837263.92
28 7597710.02 5407179.51
29 6029371.09 3693755.88
30 3988933.92 8737403.56
31 1610319.8 425253.226
32 4730041.3 9249736.93
33 8374118.94 1971860.38
34 1310156.44 3591576.07
35 6945729.02 1412030.43
36 4855966.68 9777386.27
37 9321181.67 799495.371
38 8731388.86 4734495.05
39 7104626.06 9051213.08
40 4991751.99 6566161.4
41 8815206.54 9632023.84
42 1839292.59 8917092.15
43 559115.69 5398104.94
44 2137970.99 6815160.28
45 2987945.75 3941727.35
46 1988092.64 7420302.14
47 3010079.56 8892139.4
48 9806569.93 3743265.65
49 3590797.51 8583381.21
50 28278.8636 7273217.02
51 3501338.56 2945936.34
52 8391664.65 526422.334
53 8964008.39 3489264.04
54 4617908.69 1949836.6
55 1653390.36 6339469.51
56 2785979.43 8867231.58
57 8040100.52 7460393.29
58 2307529.75 8403373.01
59 1869420.1 5344233.37
60 7785865.18 5626200.5
61 4409651.58 6870871.18
62 9899360.03 8816359.91
63 8929767.54 8287902.07
64 5630698.78 8975885.21
65 277048.976 5223926.47
66 649099.947 6906662
67 5911915.32 7828176.56
68 5044233.44 1444345.5
69 9954659.49 9696407.29
70 5227254.41 4953354.35
71 2144705.17 1837664.91
72 8896910.35 2493151.21
73 6751345.97 2756959.72
74 1736035.84 4558109.93
75 5562927.02 388999.155
76 5710362.16 1150239.24
77 9718519.49 7964489.36
78 5067716.24 1325626.67
79 3520929.52 8434303.15
80 9208921.09 5781450.06
81 7038868.56 7737907.59
82 877013.671 8988884.39
83 9219990.73 9875274.61
84 851771.449 3976827.26
85 6005210.89 978837.472
86 7660276.06 1045756.91
87 4445267.27 2102782.46
88 4684799.42 779951.233
89 8557379.54 7206952.6
90 5675629.91 3610232.99
91 601511.958 112910.886
92 8216160.72 4852876.94
93 6982762.85 2117058.83
94 3545288.16 9397067.55
95 4558564.93 4382734.43
96 7977663.84 6665465.93
97 8829859.85 8201041.28
98 7713367 2934719.23
99 1114456.42 8788512.54
100 4937456.5 392082.699
EOF
