NAME : out33.txt
COMMENT : dfajdgafd
TYPE : TSP
DIMENSION : 100
EDGE_WEIGHT_TYPE : EUC_2D
NODE_COORD_SECTION
1 417764.577 9018097.15
2 7414410.13 8434728.86
3 9730419.51 4563998.49
4 7160483.36 2282929.22
5 7239731.63 2353800.16
6 4319686.32 2279335.73
7 5405962.19 1521267.02
8 3970227.13 8176406.03
9 4039839.89 9409413.26
10 7474063.53 1766211.41
11 8503608.21 4521508.71
12 4490188.94 8391961.41
13 6924235.06 4025961.77
14 7074435.88 8909497.28
15 8348916.3 6115362.04
16 6135692.98 8955147.77
17 3662294.03 7650868.91
18 5761635.83 8344520.64
19 3427042.44 3563680.65
20 2984022.76 5441852.55
21 8752730.42 7622010.86
22 7841877.72 81241.0455
23 6925523.98 7078589.66
24 9667043.2 3724903.75
25 6776917.42 2828143.41
26 3850939.56 9864618.05
27 5072368.45 3578363.43
28 3652555.68 5385596.8
29 4654013.99 5756688.09
30 4389243.64 9796628.07
31 6226630.06 6909641.53
32 5705866.12 6353205.97
33 8877732.18 4282190.04
34 6502081.7 3591296.31
35 8132151.43 469839.673
36 5874696.98 6285767.47
37 1944928.43 7975836.05
38 8077813.2 8227169.59
39 556362.671 6949468.13
40 5540147.05 1873839.57
41 9939294.77 5267630.28
42 507380.362 8127337.26
43 2098168.11 7637118.9
44 2640553.15 6531632.05
45 7787034.02 4071501.1
46 9993159.3 9192782.44
47 3728171 4803067.73
48 6487649.17 5534698.01
49 1136208.92 9512523.18
50 9716738.42 8933919.27
51 8869633.79 6114723.65
52 837669.559 4900988.52
53 4250130.01 3438659.63
54 9776974.73 1446688.48
55 2941886.09 1037997.33
56 7242234.79 4149761.74
57 4845148.97 464302.072
58 766320.38 1388610.13
59 2038175.3 5398073.66
60 9719473.72 8327774.06
61 1366060.17 8482745.38
62 9942083.01 6831480.88
63 7548157.9 1652343.1
64 6678040.28 6072304.88
65 1126037.87 309288.78
66 2858771.88 6364124.06
67 9565881.45 718617.367
68 157261.305 2875735.44
69 496509.943 6083506.87
70 8971445.33 6691058.22
71 1599840.42 9174431.43
72 5285406.89 3021894.34
73 1663187.76 9038232.56
74 5226297.76 2278430.2
75 2334730.56 2099236.92
76 5753749.24 8710455.63
77 9730294.14 9563067.37
78 1466008.54 1469920.75
79 5838537.06 3427087.74
80 5891176.92 7412110.17
81 296051.891 1301263.76
82 3940416.68 6168735.71
83 8491289.69 6515541.89
84 5500534.68 9625404.01
85 4655287.65 7919253.63
86 1413273.95 4583700.93
87 2157494.57 2018102.81
88 3995845.57 3139520.81
89 4986921.41 7472162.33
90 7440864.9 2150799.57
91 1134919.81 139485.257
92 5875240.37 3438028.15
93 147282.687 5860413.87
94 4334533.31 7990.30055
95 2694739.12 6970377.85
96 5689905.25 9332158.76
97 8747005.51 4079579.65
98 9757002.03 2956930.88
99 3261369.05 7849383.71
100 855695.586 7745874.45
EOF
