NAME : out51.txt
COMMENT : dfajdgafd
TYPE : TSP
DIMENSION : 100
EDGE_WEIGHT_TYPE : EUC_2D
NODE_COORD_SECTION
1 3102125.16 8707049.65
2 7567675.03 4161218.05
3 8433719.08 5501058.99
4 3210098.44 1318106.43
5 2937697.62 5025989.69
6 5049813.85 2667824.81
7 204143.081 2512331.97
8 8539542.59 6645604.59
9 1872909.94 3298451.09
10 9072185.17 4755034.94
11 9410216.05 359934.6
12 6845048.52 9386148.66
13 3757786.93 856337.881
14 6292131.71 4633549.9
15 8751600.08 9236351.3
16 9896246.24 5943837.84
17 1566207.41 6796760.61
18 2613203.84 8091610.63
19 4545768.51 5267590.31
20 6577054.01 309286.057
21 3872905.12 5865140.81
22 7932781.46 8095625.55
23 2798095.89 3334195.89
24 4769476.67 2511260.8
25 7553415.25 8988147.77
26 8260383.16 4434853.15
27 5666970.41 7683362
28 8769354.9 1054775.91
29 640542.052 4117671.36
30 9051767.23 3965250.86
31 5555108.8 8635971.39
32 4443909.74 5168520.12
33 4829254.7 6575070.7
34 6476490.04 1379239.32
35 2295272.39 8910590.87
36 8697368.54 9885150
37 8631586.36 7769024.88
38 790625.619 814052.013
39 2570045.11 1651023.78
40 6341259.65 9656007.31
41 2976106.95 6388386.93
42 4138011.66 869674.931
43 542900.65 7414151.08
44 266558.995 294879.698
45 102660.181 7755596.74
46 7849799.46 6230982
47 3781413.17 9322726.8
48 1728022.46 8835165.53
49 919404.601 8205802.5
50 7137077.63 1745313.66
51 1104313.84 6991419.62
52 167948.195 2548136.66
53 1393403.48 3626917.74
54 8414722.57 8573501.59
55 1925408.72 7811747.24
56 9690542.23 362322.742
57 5887766.78 5378317.9
58 1919773.85 3494225.05
59 5010444.02 7440400.84
60 5880687.95 2189616.62
61 872125.46 2390078.45
62 8183133.92 4741405.13
63 1193993.2 4583466.81
64 2232867.48 8407097.28
65 8628253.62 5059064.93
66 6538910.69 4129366.61
67 8843514.08 9603989.22
68 3650169.06 2042160.22
69 2530797.5 8830396.43
70 9663292.53 6380934.73
71 7830502.13 466205.872
72 1922705.69 5691327.91
73 352837.437 4109470.14
74 1328991.76 3956182.01
75 9872949.31 3256815.91
76 6885848.81 7666710.47
77 2823712.5 8478989.25
78 110283.476 2576355.96
79 7306542.55 9891791.4
80 2736476.62 3118683.28
81 633861.126 8728400.88
82 170828.551 6871710.35
83 1790427.57 3938318.37
84 8308898.15 525307.961
85 7487201.48 2853708.45
86 4837011.64 8253736.02
87 3345499.88 8088426.45
88 6451020.25 856955.012
89 1724413.49 5885165.96
90 9443238.54 8958478.41
91 5378918.91 6274885.23
92 6087898.5 5201476.99
93 2076413.61 6990975.07
94 4216658.45 325710.356
95 2402525.98 3216629.64
96 304474.744 3166009.68
97 1807224.19 903823.099
98 92340.6408 6187828.28
99 1249120.51 666225.698
100 2871499.43 5058480.54
EOF
