NAME : out61.txt
COMMENT : dfajdgafd
TYPE : TSP
DIMENSION : 100
EDGE_WEIGHT_TYPE : EUC_2D
NODE_COORD_SECTION
1 7932845.32 7864977.07
2 2087091.64 5269521.63
3 1940943.64 8460166.33
4 9023213.4 4731922.89
5 2545303.62 1661584.86
6 2993114.6 70398.4925
7 4297835.69 9281011.23
8 481566.831 6631626.98
9 7550284.9 816194.738
10 3079322.84 6486084.77
11 5459963.12 1051542.67
12 4776676.91 4700602.5
13 9865858.77 942554.585
14 9897019.93 7368946.7
15 1566658.91 731633.363
16 808494.513 4436481
17 5603048.2 9544451.3
18 7375400.41 6186780.57
19 4151831.99 8877482.81
20 3627232.17 5329379.62
21 2157566.34 2688921.82
22 5461609.4 7294791.59
23 2257055.64 9691172.83
24 2671301.35 5204.10842
25 291445.049 2147522.89
26 2750490.46 4559327.5
27 7877098.76 4517279.62
28 7409520.88 1821476.51
29 7492871.44 964526.273
30 784793.364 7287994.31
31 8770156.81 3091020.59
32 2196199.77 1046384.47
33 3231279.96 2484454.55
34 8733042.64 5872834.89
35 8376978.72 5189671.58
36 2591532.47 4502536.7
37 6970618.99 506801.381
38 5937567.58 211842.821
39 5718446.63 6394389.71
40 1447590.82 7531829.32
41 185052.387 3956831.84
42 1463385.59 5075488.65
43 8637315.53 5166975.58
44 8145799.21 8112270.47
45 4128349.7 1795997.84
46 3725381.58 7902660.14
47 9835452.1 8286741.37
48 2285851.11 4948936.82
49 3908649.54 2478707.32
50 8290298.51 3442987.65
51 904965.393 9366760.01
52 6716660.31 538143.198
53 4093578.63 2489267.06
54 7571197.84 1026558.48
55 3412227.1 1222711.04
56 5470332.08 9976316.44
57 538486.72 1953474.23
58 8030528.03 3694265.92
59 933271.284 429473.985
60 1245076.85 8226772.86
61 22019.1835 2634993.64
62 94439.2009 4010877.44
63 1980694.56 7190123.5
64 4335568.35 7540733.91
65 8603703.43 3673904.35
66 7864990.92 3040929.13
67 641028.308 5561852
68 3325805.73 2306137.16
69 415332.424 7502254.16
70 9809121.66 6616081.69
71 9503704.82 3235746.58
72 2671677.86 6409380.3
73 9932373.08 813569.999
74 6743718.95 2303024.09
75 448040.087 9919727.52
76 2112809.96 612272.574
77 9862635.79 7128859.98
78 8360303.67 1321143.26
79 8577655.36 49236.2295
80 2652225.22 3831066.41
81 2834998.27 62354.6141
82 3290262.39 4950079.87
83 4550530.29 5831180.71
84 8877557.69 4211588.19
85 5803110.33 9319542.6
86 5182992.48 78772.3002
87 9271296.37 6854740.45
88 8293515.13 6175604.37
89 6659083.6 5651403.44
90 8733136.91 5493206.95
91 547447.014 1816868.13
92 3784179.66 4998435.19
93 634126.533 5651501.22
94 2502824.25 7577831.08
95 9583085.15 4382360.31
96 4082662.53 628267.817
97 9161653.42 4958870.64
98 7970379.74 8006003.93
99 6956876.39 3590096.31
100 6818185.61 3914566.53
EOF
