NAME : out62.txt
COMMENT : dfajdgafd
TYPE : TSP
DIMENSION : 100
EDGE_WEIGHT_TYPE : EUC_2D
NODE_COORD_SECTION
1 8843389.41 1213893.78
2 9293516.47 2709562.59
3 7669627.48 1466237.02
4 2491136.44 353621.555
5 2677342.05 6281322.34
6 7631625.6 1854860.56
7 1187335.46 3716298.85
8 8100042.09 2025938.5
9 1883927.06 3745727.08
10 9809711.67 1571336.94
11 9944170.47 4671404.99
12 5750891.31 3198149.53
13 9449319.65 2154144.4
14 5242537.43 8465075.15
15 7026770.31 5914470.5
16 8733668.41 6934688.69
17 8335370.3 4337999.64
18 9058036.7 3885198.32
19 8379133.47 4527446.81
20 3850516.31 7609811.61
21 6102153.67 6887419.93
22 5724807.17 5371893.57
23 1764770.04 8847210.9
24 2086880.86 5286930.79
25 138193.959 6406744.37
26 4505104.05 3494408.71
27 2165683.2 3795340.33
28 993461.017 140814.154
29 3944126.08 9581834.69
30 6093782.52 2513479.87
31 5662630.71 3513064.53
32 521893.954 8475041.34
33 2015513.89 9596882.52
34 7958742.47 9763264.33
35 5724249.81 3097404.99
36 921364.295 465478.696
37 9944086.85 3135556.5
38 7379902.83 7200710.79
39 3994815.13 2744912.92
40 6036852.45 2936374.49
41 8499137.63 5295682.77
42 9091166.6 6323036.65
43 1869555.61 3768889.19
44 2806931.18 2730065.67
45 6745612.2 1614869.07
46 6624913.85 5063592.05
47 3435181.93 5686726.28
48 237461.905 3124749.3
49 9437051.08 6351654.46
50 1354717.13 3260977.64
51 9205931.74 4108830.03
52 6549436.49 3510070.27
53 4617907.11 3300013.78
54 9866614.58 145006.286
55 4316210.88 3878234.77
56 8688477.79 9230828.6
57 3701553.27 9411220.58
58 1639339.3 9106652.22
59 5588891.46 5318761.74
60 553408.068 6811810.57
61 2448507.67 6077076.4
62 2227116.32 1496909.87
63 3840208.99 4925456.96
64 3324960.44 244388.525
65 7343436.61 2938151.04
66 7971698.62 8036261.65
67 3706353.11 3819724.47
68 944298.271 7921118.94
69 6180314.02 3260425.76
70 7013201.34 682023.022
71 343968.101 316757.375
72 5711857.55 7657396.23
73 2801285.47 3845126.76
74 7022651.7 7055699.88
75 6532566.23 9030417.88
76 6079087.46 9539838.81
77 2225239.91 1638538.91
78 1938966.82 7183029.04
79 1767106.92 6356040.19
80 7691726.61 8235794.67
81 7036150.25 6770639.36
82 3399678.74 2957646.93
83 3165127.63 8474241.97
84 2312540.83 5211847.24
85 2588370.16 1801845.92
86 7406143.67 2056952.9
87 5298302.29 5405377.74
88 1165369.66 7090761.19
89 6135166.2 2103574.24
90 940135.514 841003.301
91 71034.1004 5527750.5
92 3673026.85 620185.399
93 4849185.72 5317417.03
94 2565547.48 7307747.67
95 3704033.66 1757690.33
96 2793905.22 2438727.92
97 7208413.8 3848098.89
98 2990179.56 1319824.68
99 9531.05874 6136105.09
100 1717916.65 7329374.32
EOF
