NAME : out71.txt
COMMENT : dfajdgafd
TYPE : TSP
DIMENSION : 100
EDGE_WEIGHT_TYPE : EUC_2D
NODE_COORD_SECTION
1 6562020.79 5497094.16
2 8524859.97 1779284.1
3 8038781.04 7829562.71
4 320439.08 900742.78
5 9086078.54 9889501.23
6 6344225.76 6926413.98
7 3554520.25 5304450.48
8 9752273.8 3383936.01
9 5373595.81 9491734.14
10 8788702.51 856358.964
11 4741730.76 1231318.6
12 8739520.39 8843160.82
13 3330693.25 7270234.79
14 2412899.77 9229720.88
15 3407248.72 1369577.66
16 7334102.59 3954298.22
17 4831259.29 3020362.68
18 722224.552 669886.569
19 4409453.08 5550932.25
20 5075295.79 3954159.02
21 9662720.62 3614886.46
22 7298852.17 8733953.17
23 6449915.35 1657079
24 9310401.9 9332273.2
25 1484809.1 6526470.83
26 8972968.69 3245853.67
27 414068.868 7286847.57
28 4267874.29 4646046.8
29 2526137.5 5789332.55
30 5666022.84 6984016.78
31 8418915.32 4745886.49
32 4875662.74 496152.606
33 1900789.55 6192911.49
34 2033890.39 6008859.97
35 8109618.29 4534146.18
36 6882078.01 5923545.24
37 1723425.81 7088434.02
38 6877580.74 210105.374
39 1405247.53 5745170.66
40 7101578.74 6441154.76
41 1920837.46 8050928.67
42 7153123.16 3892459.16
43 9378728.44 4898732.86
44 2681593.34 6324601.61
45 6997514.31 2638739.78
46 1232284.02 686876.617
47 1410746.57 1264220.82
48 1656688.3 4559663.36
49 530272.454 9686536.76
50 6395894.91 1152876.11
51 7316009.24 2265833.02
52 9914068.48 1128578.09
53 2260477.39 1972813.88
54 1419991.78 2987310.28
55 6938127.66 1160483.25
56 4198879.25 2092343.71
57 7589273.34 4588374.59
58 1804431.66 71328.3873
59 5897398.63 8399176.09
60 6514894.05 5755914.75
61 8831083.35 933408.518
62 8978227.3 2310028.36
63 2825341.71 709289.377
64 1264273.97 6796749.88
65 3420320.14 8551108.52
66 1226272.98 2150276.7
67 6804380.85 728644.743
68 9008370.23 1416478.93
69 7408288.33 749717.775
70 6211717.09 9389120.92
71 4243544.24 953970.045
72 6610616.53 4020649.55
73 2285889.38 5169050.53
74 2973848.18 9399350.41
75 7148192.99 7279862.28
76 6382319.33 2645593.28
77 112625.63 8374568.42
78 7640250.03 1226342.65
79 824244.83 4392348.6
80 4989816.39 3020844.71
81 477779.233 953559.532
82 4557450.99 1593921.15
83 8167260.34 8898825.4
84 2202238.9 1550899.42
85 7733518.29 8768141.92
86 8988251.93 3706442.82
87 3284254.21 1346866.7
88 8204221.8 291198.931
89 2813438.12 6638774.98
90 3458071.67 2844597.29
91 8983288.34 5797239.78
92 8663059.66 3528557.15
93 2140683.99 7610966.71
94 8018627.73 1290043.31
95 919478.967 6642683.78
96 1293107.14 2913074.04
97 6439171.08 1038402.26
98 5685134.37 9903625.53
99 9330690.95 183585.662
100 8731115.08 6387681.01
EOF
