NAME : out58.txt
COMMENT : dfajdgafd
TYPE : TSP
DIMENSION : 100
EDGE_WEIGHT_TYPE : EUC_2D
NODE_COORD_SECTION
1 5640469.24 4398598.5
2 5804724.49 3542017.26
3 7777535.1 3953404.94
4 9802702.49 3211056.97
5 2182833.37 4799732.92
6 4030427.46 6858406.67
7 7978120.87 5849994.98
8 9077048.47 7580611.93
9 9362430.64 4278952.67
10 5739390.45 6361822.31
11 813593.814 3187406.43
12 3533190.31 199048.748
13 310484.33 1500308.26
14 8729804.7 865827.674
15 9008870.64 4428913.22
16 1806526.56 9645681.97
17 5114215.13 5851172.68
18 912769.59 6551656.9
19 9126492.25 1703788.55
20 4383217.72 4759047.33
21 5563722.53 163191.989
22 6602957.88 1203318.29
23 8654435.36 2349453.21
24 6476366.36 27564.8886
25 4033003.71 3221718.24
26 6378557.61 3682310.55
27 8641758.74 1409796
28 5311287.77 5151932.83
29 8681183.6 2886479.54
30 966597.064 2307504.67
31 7922634.44 4125418.91
32 7134499.93 3112139.75
33 5270041.61 725219.819
34 5037621.34 7363818.9
35 2132889.65 1103460.37
36 2265962.62 5518986.28
37 1162727.76 1039857.76
38 3610105.51 6613863.96
39 4505906.78 2530811.13
40 7292828.04 8980255.98
41 4497381.95 6648514.6
42 6895771.8 3723194.19
43 7149213.14 1487303.7
44 5682495.72 6893145.34
45 4499780.61 55843.037
46 9013643.65 7751582.44
47 9380414.24 4762901.11
48 6614887.44 8407206.33
49 5170310.46 1792681.98
50 9320164.62 918179.606
51 7066257.52 4346682.21
52 5652186.05 40849.1554
53 7758234.13 9687184.05
54 6660740.33 7060006.18
55 9422269.79 8265585.73
56 8168489.78 4893962.11
57 4215488.43 9047058.49
58 746660.686 2151627.54
59 7099267.12 2313486.88
60 9962717.58 693378.385
61 890361.489 9438230.41
62 7818931.61 5914828.61
63 2332108.42 7859900.75
64 3193093.87 2618360.57
65 7899481.36 6573081.51
66 8749086.22 3673221.35
67 1902516.56 6901813.85
68 1146415.5 2960618.22
69 7654354.67 4035126.04
70 7753216.59 3215320.28
71 3674683.52 7774321.62
72 6579739.77 9868172.75
73 794297.944 4939707.31
74 6745443.67 4977477.75
75 2864533.54 9606797.36
76 925332.039 8880617.33
77 2049867.86 7407362.83
78 718517.372 3913351.81
79 4460630.85 5927825.55
80 1576201.32 3694598.85
81 7715085.18 887124.701
82 7492152.58 3914612.93
83 2297856.74 8628283.22
84 1937489.64 8731561.79
85 5596247.47 9903155.53
86 4566765.7 4761815.68
87 9259051.55 5607364.21
88 5782366.24 9230156.97
89 1981222.79 2228772.05
90 9266110.91 9415833.16
91 3552772.57 5073759.89
92 4487610.26 1235776.03
93 6595845.75 9652454.73
94 3256972.34 7496897.66
95 9715520.58 9806623.08
96 1954495.93 6261486.42
97 7367281.92 8388579.7
98 8370334.3 6888603.92
99 5266784.7 6582452.52
100 1527145.11 9477407.8
EOF
