NAME : out83.txt
COMMENT : dfajdgafd
TYPE : TSP
DIMENSION : 100
EDGE_WEIGHT_TYPE : EUC_2D
NODE_COORD_SECTION
1 6149802.95 351126.008
2 5178084.85 8336372.87
3 98798.7978 8140895.98
4 6983543.72 4541091.69
5 4971170.08 823082.222
6 715449.603 7909592.65
7 9672872.04 6754394.31
8 655022.194 818185.597
9 2827267.7 6280145.22
10 5334980.58 4346416.05
11 5223864.85 7970762.5
12 7228405.1 2452809.86
13 6101732.32 6799988.04
14 1193783.1 939051.91
15 8850817.99 9984049.39
16 2930561.34 8299237.78
17 129555.301 3242143.58
18 3384698.68 7284255.05
19 3697781.9 3842344.99
20 7112368.66 9749586.17
21 8204705.73 2770640.13
22 1919824.3 4576320.33
23 2375081.79 4621455.69
24 6711964.01 334604.072
25 5364263.23 2305932.92
26 6067083.34 7039511.75
27 7982671.21 2775024.99
28 5144598.07 3570058.18
29 9847927.46 182688.416
30 8858018.14 8025732.46
31 1478435.31 9471051.9
32 2070461.17 8629295.67
33 2516460.01 4750377.6
34 6088930.38 5338023.88
35 4837649.23 8269925.2
36 830763.895 8478434.06
37 388852.495 9796800.51
38 9579640.66 6073267.9
39 7000382.17 8951630.97
40 300716.623 5836790.69
41 3708081.04 8032752.69
42 5739683.8 9923179.15
43 6774080.4 3842417.76
44 5113763.39 5803739.76
45 211698.957 4311183.46
46 1613891.98 2282826.45
47 4084200.43 4454880.9
48 8173218.61 719536.408
49 9026146.42 2940016.45
50 5417085.99 7421007.4
51 5291598.86 8124432.96
52 3083554.29 4414645.75
53 9184155.24 4878937.4
54 1639737.34 3205517.02
55 6405292.54 2728684.25
56 364146.281 6234777.75
57 4712659.95 6586817.47
58 568779.334 8609623.91
59 9400291.32 6981157.74
60 8850561.77 4800643.47
61 6780949.87 6320699.71
62 819058.028 7508205.69
63 5230234.32 4608832.08
64 7365071.45 4011805.09
65 8515929.15 1213915.61
66 2695510.42 3894426.33
67 9688209.08 4559218.24
68 2177557.96 6132302.2
69 9135047.98 2629162.52
70 8813809.37 6919290.89
71 6337892.3 2594791.23
72 6276044.19 5784891.12
73 7146891.57 6107470.72
74 9978976.87 6611392.33
75 2458362.62 3506852.95
76 5398227.57 4057503.31
77 4550876.79 793099.025
78 1056376.35 6076878.52
79 9780818.76 942998.353
80 9736695.04 7217870.32
81 6196919.64 9572068.27
82 1017600.19 2559817.34
83 1252115.66 2598706.41
84 7657246.05 57277.0256
85 9545063.7 8203076.82
86 4197193.7 7984952.58
87 3597879.62 1673845.68
88 5490864.52 1304713.61
89 563384.322 68499.1427
90 9279100.32 1500594.08
91 3457410.13 1973289.94
92 7860279.78 8255136.31
93 3609754.38 4543676.07
94 3285322.82 3130374.13
95 9853744.65 5380155.08
96 8962456.01 778673.639
97 3973800.64 3988898.05
98 8408807.12 1464681.64
99 1610935.53 118885.232
100 7441080.81 9379560.11
EOF
