NAME : out40.txt
COMMENT : dfajdgafd
TYPE : TSP
DIMENSION : 100
EDGE_WEIGHT_TYPE : EUC_2D
NODE_COORD_SECTION
1 9892595.61 434205.234
2 4072455.98 9475979.03
3 7847978.83 4942153.45
4 348552.751 8989499.28
5 5891472.82 7189657.87
6 3374015.49 1989812.91
7 6945535.79 1373381.64
8 2241767.16 1912593.52
9 8723170.2 3605542.67
10 9827684.2 7859559.89
11 8299291.28 898272.373
12 6323124.23 4926113.47
13 6690745.4 6991784.96
14 8091937.44 9074319.73
15 945692.398 1734426.28
16 5180338.18 3043.01839
17 541514.573 7195217.15
18 5763500.44 9854950.1
19 4939298.61 1525017.78
20 6645491.44 8648220.52
21 5864397.7 6390192.05
22 7086296.96 6794385.69
23 7710543.66 2618710.88
24 7246957.89 3541355.76
25 2822325.38 3441749.23
26 6378446.83 2271072.74
27 8049426.88 995613.596
28 2572771.58 2789615.01
29 4429637.56 4049158.7
30 8420770.07 5058958.39
31 2174426.87 1113891.73
32 6479680.96 4272324.12
33 275770.974 3189186.76
34 4465372.09 176205.158
35 5457252.15 8422844.46
36 3274282.93 9371560.65
37 3249130.64 9197515.61
38 5631222.39 8822383.5
39 298088.034 6653845.98
40 7948730.23 1503693.62
41 1243966.87 7596203.66
42 597211.512 8013548.17
43 9339791.92 7598920.16
44 419051.577 6425037.97
45 3449550.13 7139928.77
46 3943194.7 3298726.76
47 532012.728 6565208.17
48 9317420.39 2301507.97
49 2893183.9 3793696.91
50 2240954.28 6068447.52
51 3970410.14 1844021.35
52 3653351.91 3269454.17
53 3683177.67 2468545.96
54 408209.239 9469738.11
55 7930034.39 3110527.14
56 8073101.42 6876581.74
57 1113024.19 4552943.12
58 6661359.93 1864647.06
59 2664916.38 3320436.72
60 1594283.96 4500727.1
61 1247694.53 7024985.46
62 8457082.81 4350848.71
63 5702739.97 9682001.67
64 3012539.32 5549193.31
65 2218380.13 6587371.01
66 4915995.26 6188952.47
67 4408125.56 205238.754
68 6030715.98 4002546.07
69 126905.875 8292468.03
70 8454445.99 7086562.93
71 3536220.06 7505461.62
72 7764580.21 5510883.35
73 2884387.95 9784299.85
74 9978540.61 844881.279
75 6717160.7 599462.106
76 7084627.22 2552633.16
77 7812477.88 1757341.99
78 8933175.75 9016487.86
79 1746600.64 9348355.82
80 4368873.28 2839584.27
81 2138296.9 1615721.46
82 5481499.27 7351668.32
83 6697083.2 4248947.89
84 7262314.18 2988009.61
85 9029769 6580572.05
86 7409053.25 763822.622
87 3509489.62 1614199.6
88 2296935.65 6747276.35
89 5266529.83 8328255.4
90 8164702.8 9492562.76
91 2874939.53 7401656.96
92 8051181 3936270.36
93 6030237.18 6191595.02
94 7499542.44 382461.572
95 2806925.42 8607387.35
96 4106320.61 7715032.08
97 7513022.23 4142544.69
98 8646979.22 1154030.32
99 678729.305 3143565.51
100 8669301.09 2049065.78
EOF
