NAME : out35.txt
COMMENT : dfajdgafd
TYPE : TSP
DIMENSION : 100
EDGE_WEIGHT_TYPE : EUC_2D
NODE_COORD_SECTION
1 5449277.56 5750686.57
2 7000692.55 7995226.57
3 2774752.35 7580353.93
4 8787369.01 1315526.89
5 3790893.63 7917967.26
6 7477887.88 8521002.84
7 4582211.87 7442386.37
8 2618217.53 4283192.15
9 6372703.65 2123647.26
10 651994.447 6499825.16
11 9003118.28 5297495.19
12 2737182.63 2180762.49
13 1069551.97 3035216.91
14 3966031.71 398094.146
15 4282906.05 314271.117
16 8900679.22 6952256.88
17 7253836.79 1494123.55
18 8232771.24 942502.579
19 8607002.69 1937105.46
20 821545.4 996865.24
21 2669830.74 8858528.33
22 2381022.09 9713883.04
23 3853994.52 1559819.37
24 8230022.31 7941654.18
25 6518719.37 9215545.98
26 1250180.17 4933212.47
27 2098079 8658286.71
28 9778232.55 3609827.05
29 342094.674 1797194.66
30 6011212.7 6255817.32
31 3990561.47 6797115.16
32 3615085.16 2071330.96
33 1030397.96 5079562.81
34 403949.634 8963659.01
35 4040799.24 5431385.15
36 5184701.65 4433907.42
37 5044019.61 4384517.63
38 6640074.3 2182585.85
39 3126535.34 1609865.67
40 7761067.79 8701001.74
41 368962.273 6855464.26
42 9158441 274856.553
43 9071304.83 7600631.5
44 4263740.74 7454110.6
45 6514842.34 2171622.46
46 4344723.64 8782097.48
47 2987370.3 3226978.41
48 1135071.7 124433.88
49 8398307.55 3143649.42
50 9843757.31 3300048.37
51 7443186.67 8179875.27
52 1085252.85 5697115.41
53 9500069.62 3111845.44
54 7778905.95 937397.109
55 1686082.23 2525064.95
56 310389.966 9245427.88
57 7120082.09 8070375.01
58 5280652.78 1933882.72
59 3745416.14 2840963.81
60 5533934.95 9972299.29
61 2829978.82 377281.073
62 3588859.81 9776249.06
63 4941760.9 1833659.18
64 7014551.04 5239368.48
65 7544651.24 776847.598
66 5322499.06 8148536.91
67 2387611.84 577563.172
68 6725417.41 4781484.38
69 3931300.7 3427046.57
70 3904157.42 7678204.74
71 9790949.08 8987355.71
72 8103057.65 9457972.11
73 7919865.24 4576908.17
74 4349092.19 9108661.97
75 4094860.01 3543830.85
76 1704285.07 7483922.55
77 8003200.88 4523958.86
78 7655391.62 6477414.67
79 8162376.61 9927900.13
80 4399306.94 3676343.7
81 4447857.18 6311703.24
82 3266196.74 2331620.21
83 3491341.88 3960099
84 7244848.99 7400243.47
85 1585235.7 7997051.48
86 536309.776 8000834.58
87 7795783.29 1294346.27
88 4408728.82 4908002.25
89 3076342.01 8431018.76
90 6022303.23 3913062.01
91 751771.518 368998.722
92 813821.095 3274840.1
93 9005365.74 9418867.06
94 7205054.47 2714118.85
95 1662644.16 8449776.39
96 8300969.86 7414461.82
97 7774598.9 2877467.27
98 8752873.7 629537.367
99 7653035.73 5802642.65
100 5088988.1 3425050.02
EOF
