NAME : out95.txt
COMMENT : dfajdgafd
TYPE : TSP
DIMENSION : 100
EDGE_WEIGHT_TYPE : EUC_2D
NODE_COORD_SECTION
1 5572175.89 9626877.66
2 3808113.66 1929469.2
3 1327493.12 3382759.19
4 8679112.73 4110784.97
5 5582046.48 9091233.85
6 4166321.99 9544935.51
7 8477751.3 1944519.41
8 3797170.33 4421033.28
9 2060934.68 2492390.34
10 5676855.14 7186999.47
11 2769977.91 7338519.02
12 183333.904 4052918.83
13 8980880.02 112302.019
14 43698.9966 528459.228
15 7524570.27 2025791.1
16 720940.954 2197200.9
17 804068.67 8357095.24
18 2194435.02 1592393.89
19 3346448.04 6403929.49
20 8973600.79 2151550.47
21 824599.259 3991218.03
22 2085633.42 2137915.96
23 1969635.37 2372604.78
24 9899051.05 7026455.49
25 4360690.3 4828005.96
26 855708.367 1737931.3
27 603571.666 5540335.56
28 6516171.82 483583.497
29 8817893.56 7166910.37
30 5443466.39 5335908.56
31 858758.128 11801.7502
32 4434849.2 4100083.31
33 4359496.52 9337088.18
34 990165.671 9262662.38
35 4707730.59 2946466.49
36 6208101.1 7215083.34
37 9321404.17 5404720.64
38 6093938.33 6713751.64
39 5085311.73 196458.303
40 6839522.46 496537.63
41 101958.73 6541704.81
42 3343870.23 4814600.49
43 4031056.99 6447903.13
44 6613292.47 5403955.79
45 4942259.55 4421133.51
46 5772470.58 9870425.91
47 73362.4768 6533343.82
48 8591705.88 2490766.23
49 3016015.73 6275930.35
50 4584397.26 8780510.55
51 4712864.66 9308470.31
52 3067197.26 3617360.23
53 8251574.64 8277900.86
54 5522840.15 2585967.23
55 6206603.32 4442535.34
56 3877778.12 5173831.75
57 3282948.19 5334718.44
58 4906754.36 1036113.08
59 5191726.4 5092378.66
60 8819964.39 4881453.73
61 7423910.36 2753223.94
62 357639.798 8581514.12
63 4395467.96 1857787.29
64 8002682.88 6640936.86
65 4800534.02 3384465.42
66 3765047.74 4386935.13
67 5201584.15 7383981.05
68 4853679.5 4302744.21
69 4460471.11 1345587.35
70 8006852.15 9116301.73
71 7587550.38 7701400.03
72 6919165.78 9549499.94
73 9486086.09 2260299.29
74 2907214.37 3019033.13
75 5882573 5757688.49
76 5904398.74 9998912.06
77 1117633.1 987548.251
78 800300.917 265091.604
79 4628777.4 9852198.03
80 2984272.02 4948066.1
81 7981844.74 4053940.72
82 7358729.32 8460035.19
83 7774493.56 3993016.06
84 2732563.67 939349.255
85 4095925.79 5756903.23
86 5705582.49 7168167.62
87 9733247.23 8297316.41
88 3799228.45 6206433.91
89 5594245.46 2928362.42
90 1337848.56 7126279.44
91 7716731.57 4621308.98
92 480006.365 9865923.23
93 4250318.94 8224111.55
94 7792319.48 4699072.15
95 2515335.93 8319224.83
96 1755262.68 5960792.38
97 5247840.88 7711734.61
98 8442982.57 8570345.16
99 5969751.66 5342605.27
100 2672853.73 9918218.83
EOF
