NAME : out53.txt
COMMENT : dfajdgafd
TYPE : TSP
DIMENSION : 100
EDGE_WEIGHT_TYPE : EUC_2D
NODE_COORD_SECTION
1 6592501.37 6805700.13
2 7890806.09 4831177.67
3 9182210.16 8540350.34
4 6463727.52 171394.199
5 2469749.03 9818117.79
6 6614564.3 2582231.42
7 22787.8209 7285207.77
8 5331232.2 1529704.72
9 8184571.41 6427036.34
10 4820896.27 9242966.65
11 1208427.42 8512826.27
12 9853908.19 2364747.29
13 1666990.57 103868.876
14 6943009.78 4040997.27
15 4451753.71 6059721.01
16 7655613.27 3258688.76
17 3142057.68 579414.284
18 8738261.82 4529705.97
19 9492401.13 4589189.92
20 6908365.49 5820940.47
21 2285010.75 251835.713
22 3587676.48 8506604.48
23 449103.678 9459843.21
24 8956331.06 4878653.81
25 7861420.04 9172888.15
26 1792636.53 2331011.95
27 4088396.62 6676191.41
28 4660245.37 3485508.46
29 334198.13 7958555.63
30 2572508.25 6917675.65
31 3857217.24 6110239.12
32 4060284.51 810239.545
33 5306631.44 8010588.5
34 194503.564 4903276.69
35 6414272.69 7180883.28
36 5684609.86 8973451.29
37 5848940.33 7953858.54
38 4362134.6 2858791.94
39 4235232.53 829944.758
40 5197652.23 599350.91
41 7771702.1 4231898.78
42 9283741.47 6753711.24
43 7607810.75 1706688.4
44 7930964.63 5073374.36
45 8914444.37 2488026.48
46 7586447.9 1624217.13
47 5217733.14 9608451.89
48 9382889.1 9685277.06
49 1870140.81 9003715.51
50 6798937.19 4762004.65
51 9867450.44 4686915.09
52 8056168.82 6926728.54
53 9945581.96 7084515.84
54 332747.548 7421939.99
55 357131.68 2457456.1
56 9771380.34 2177391.78
57 1381429.3 5035103.38
58 6431099.68 4622701.78
59 4886607.7 9917082.86
60 4043393.54 763600.434
61 5327725.57 6570864.61
62 8958618.23 181368.998
63 2116589.89 7110014.1
64 2572543.59 6391532.56
65 2041075.76 7238561.44
66 7768961.68 9348546.32
67 553505.246 8084597.04
68 506701.62 5202521.05
69 9007755.92 1591322.78
70 7178351.1 6471916.35
71 8931961.66 1680162.65
72 7644863.43 6972982.28
73 3950936.09 1894714.48
74 8654794.14 5055554.46
75 9517950.85 8946466.31
76 8496944.08 2619702.4
77 6105693.31 6912768.4
78 2422036.37 7297209.91
79 1392599.16 8592875.29
80 7749477.43 3857096.51
81 2535366.5 5867735.31
82 1405679.06 845131.939
83 1369964.34 236603.954
84 8110912.04 6249200.06
85 5529489.72 8415403.98
86 4907320.5 3984349.12
87 6127631.46 9933892.72
88 7057794.92 7089407.64
89 1685403.36 9764148.58
90 2776954.51 99842.5221
91 4723784.49 4312119.13
92 9289558.56 4328571.65
93 3505598.85 6576354.14
94 1376896.5 4714948.16
95 6110160.75 8097431.83
96 5553777.77 3598966.59
97 704122.218 4524198.22
98 378096.21 8024947.84
99 7877398.42 713714.472
100 5948295.66 1861057.32
EOF
