NAME : out47.txt
COMMENT : dfajdgafd
TYPE : TSP
DIMENSION : 100
EDGE_WEIGHT_TYPE : EUC_2D
NODE_COORD_SECTION
1 1431565.93 1136661.55
2 2930396.05 843728.85
3 3409082.96 3405006.42
4 8500799.3 293777
5 1375109.41 6145366.37
6 317452.273 7409959.85
7 8454676.95 2093200.26
8 287679.633 5740692.89
9 7660254.08 5935777.51
10 6494710.95 8933032.27
11 1367943.54 5453245.09
12 8434388.89 1365865.66
13 2365749.56 8707386.33
14 9605874.06 4370853.29
15 7675528.64 38224.2991
16 5352049.31 8358797.61
17 4891980.56 7251460.25
18 40968.9804 3120459.24
19 9887380.37 4225057.27
20 7272654.98 9988549.5
21 6654955.32 9531669.02
22 1211454.15 8532461.39
23 2078972.25 6950591.41
24 6503317.22 6721879.28
25 7061404.24 6311716.52
26 8652128.58 6071110.64
27 3107460.69 9942195.38
28 7237920.46 3673219.51
29 9594542.68 6679463.98
30 4643018.89 2969256.19
31 6547657.26 9365076.57
32 109969.204 613115.874
33 15780.6479 6660015.35
34 8899883.28 1368232.83
35 1845190.52 7108629.07
36 5880486.99 9937620.42
37 6621125.15 8880806.83
38 2804553.46 2505430.4
39 8090412.3 4023231.15
40 4535552.82 1071938.64
41 287632.318 2691774.66
42 6844.57218 2623375.32
43 3362737.86 3762523.16
44 6667125.44 9283290.02
45 3042106.25 6176608.69
46 4732331.45 4801192.86
47 3930611.01 4465695.71
48 8502642.94 4587820.9
49 2525911.86 3557105.3
50 3077832.55 8674322.53
51 6575383.88 7289964.06
52 7689286.71 4715270.12
53 2016489.56 1367224.26
54 7204317.41 3816938.33
55 7989486.43 7131001.01
56 380940.052 339925.81
57 3540544.64 5643816.65
58 7267119.02 7175494.97
59 7501468.56 7869954.86
60 8168152.95 2830607.74
61 2432917.12 7275185.05
62 5911612.8 6399279.84
63 6956761.04 6756142.17
64 1426163.25 8360882.25
65 4732468.16 4357212.79
66 9652523.72 3423350.2
67 646222.479 7689714.3
68 594736.893 1640465.48
69 7477171.97 8242585.92
70 6175500.2 4676465.54
71 6026772.53 8244789.04
72 5657937.5 8687977.63
73 8499600.36 3615855.91
74 4216697.36 2729729.74
75 7779382.74 8781740.48
76 8946218.76 4274619.34
77 8544191.31 375336.129
78 9000553.9 6441446.84
79 7617209.52 9801088.46
80 5707631.15 7132189.29
81 2134167.46 5489092.09
82 4790170.96 3513030.35
83 4752745.78 1058826.32
84 5469926.17 9688483.56
85 8632402.95 6691821.98
86 8189193.93 4755312.81
87 5891578.91 6165906.32
88 4835682.24 2980027.08
89 3859130.47 4372401.39
90 3555588.96 7840317.03
91 7452017.59 2471467.18
92 36686.432 7906190.56
93 8361136.08 2503186.76
94 8144116.16 5020956.23
95 9789762.56 1997894.66
96 6638295.95 6125009.92
97 298953.473 6898181.87
98 8008028.16 5068883.87
99 3282953.01 5254670.38
100 808571.091 9092418.58
EOF
